filename,ssim,psnr,status
EES0423326__X0F__Y3F__P014.jpg,0.870359,20.768139,ok
EES0423326__X15__Y42__P015.jpg,0.805469,20.625521,ok
EES0423326__X1B__Y42__P016.jpg,0.731297,20.642129,ok
EES0423326__X27__Y45__P017.jpg,0.880298,22.740334,ok
EES0423326__X2A__Y03__P018.jpg,0.963339,23.736344,ok
EES0423326__X2A__Y45__P019.jpg,0.982652,26.372212,ok
EES0423326__X30__Y03__P020.jpg,0.882343,19.558754,ok
EES0423326__X33__Y06__P021.jpg,0.832168,20.141945,ok
EES0423326__X36__Y06__P022.jpg,0.869620,20.927162,ok
EES0423326__X3C__Y15__P023.jpg,0.923875,23.503905,ok
EES0423326__X3F__Y18__P024.jpg,0.821261,21.356641,ok
EES0423326__X42__Y2A__P025.jpg,0.875895,22.113437,ok
EES0423327__X0C__Y06__P001.jpg,0.977193,24.901806,ok
EES0423327__X0C__Y1E__P002.jpg,0.924951,19.285689,ok
EES0423327__X0C__Y21__P003.jpg,0.967946,21.610898,ok
EES0423327__X15__Y12__P004.jpg,0.981279,26.944395,ok
EES0423327__X18__Y0F__P005.jpg,0.924932,20.858158,ok
EES0423327__X18__Y15__P006.jpg,0.807454,20.668456,ok
EES0423327__X1B__Y15__P007.jpg,0.922660,19.763266,ok
EES0423327__X1E__Y15__P008.jpg,0.905129,19.894442,ok
EES0423327__X21__Y09__P009.jpg,0.970989,21.756442,ok
EES0423327__X21__Y15__P010.jpg,0.802318,20.721926,ok
EES0423327__X24__Y09__P011.jpg,0.892498,19.251890,ok
EES0423327__X24__Y18__P012.jpg,0.925969,21.213469,ok
EES0423327__X24__Y1B__P013.jpg,0.898455,19.883129,ok
EES0423327__X36__Y1B__P014.jpg,0.896357,19.789310,ok
EES0423327__X06__Y1E__P015.jpg,0.941534,21.151902,ok
